$CurveLines
357.9° North 11:36:27
6.24674538427506
539
133.851,3.272,0.00491
133.856,4.272,0.00491
133.861,5.272,0.00491
133.866,6.272,0.00491
133.871,7.272,0.00491
133.875,8.272,0.00491
133.88,9.272,0.00491
133.885,10.272,0.00491
133.89,11.272,0.00491
133.895,12.272,0.00491
133.9,13.272,0.00491
133.905,14.272,0.00491
133.91,15.272,0.00491
133.915,16.272,0.00491
133.92,17.271,0.00491
133.925,18.271,0.00491
133.929,19.271,0.00491
133.934,20.271,0.00491
133.939,21.271,0.00491
133.944,22.271,0.00491
133.949,23.271,0.00491
133.954,24.271,0.00491
133.959,25.271,0.00491
133.964,26.271,0.00491
133.969,27.271,0.00491
133.974,28.271,0.00491
133.979,29.271,0.00491
133.984,30.271,0.00491
133.988,31.271,0.00491
133.993,32.271,0.00491
133.998,33.271,0.00491
134.003,34.271,0.00491
134.008,35.271,0.00491
134.013,36.271,0.00491
134.018,37.271,0.00491
134.023,38.271,0.00491
134.028,39.271,0.00491
134.033,40.271,0.00491
134.038,41.271,0.00491
134.042,42.271,0.00491
134.047,43.271,0.00491
134.052,44.271,0.00491
134.057,45.271,0.00491
134.062,46.271,0.00491
134.067,47.271,0.00491
134.072,48.271,0.00491
134.077,49.271,0.00491
134.082,50.271,0.00491
134.087,51.271,0.00491
134.092,52.271,0.00491
134.096,53.271,0.00491
134.101,54.271,0.00491
134.106,55.271,0.00491
134.111,56.271,0.00491
134.116,57.271,0.00491
134.121,58.271,0.00491
134.126,59.271,0.00491
134.131,60.271,0.00491
134.136,61.271,0.00491
134.141,62.271,0.00491
134.146,63.271,0.00491
134.15,64.271,0.00491
134.155,65.271,0.00491
134.16,66.271,0.00491
134.165,67.271,0.00491
134.17,68.271,0.00491
134.175,69.271,0.00491
134.18,70.271,0.00491
134.185,71.271,0.00491
134.19,72.271,0.00491
134.195,73.271,0.00491
134.2,74.271,0.00491
134.204,75.271,0.00491
134.209,76.271,0.00491
134.214,77.271,0.00491
134.219,78.271,0.00491
134.224,79.271,0.00491
134.229,80.271,0.00491
134.234,81.271,0.00491
134.239,82.271,0.00491
134.244,83.271,0.00491
134.249,84.271,0.00491
134.254,85.271,0.00491
134.258,86.271,0.00491
134.263,87.271,0.00491
134.268,88.271,0.00491
134.273,89.271,0.00491
134.278,90.271,0.00491
134.283,91.271,0.00491
134.288,92.271,0.00491
134.293,93.271,0.00491
134.298,94.271,0.00491
134.303,95.271,0.00491
134.308,96.271,0.00491
134.312,97.271,0.00491
134.317,98.271,0.00491
134.322,99.271,0.00491
134.327,100.27,0.00491
134.332,101.27,0.00491
134.337,102.27,0.00491
134.342,103.27,0.00491
134.347,104.27,0.00491
134.352,105.27,0.00491
134.357,106.27,0.00491
134.362,107.27,0.00491
134.367,108.27,0.00491
